,Soil Moisture,Temperature, Soil Humidity,Air temperature (C),Air humidity (%),Pressure (KPa)
22701,88.0,35.0,22.0,19.48,96.0,100.99
22702,62.0,43.0,32.0,19.51,96.0,101.0
22703,1.0,25.0,65.0,19.51,96.0,101.0
22704,78.0,0.0,20.0,19.5,96.0,101.01
22705,60.0,12.0,70.0,19.48,96.0,101.02
22706,15.0,20.0,48.0,19.47,96.0,101.02
22707,75.0,34.0,33.0,19.39,96.0,101.02
22708,43.0,25.0,68.0,19.31,96.0,101.03
22709,59.0,42.0,25.0,19.09,96.0,101.04
22710,46.0,43.0,30.0,18.87,96.0,101.04
22711,60.0,29.0,39.0,18.77,96.0,101.04
22712,57.0,17.0,44.0,18.68,96.0,101.04
22713,51.0,31.0,53.0,18.58,96.0,101.05
22714,70.0,10.0,54.0,18.48,96.0,101.06
22715,18.0,22.0,24.0,18.43,96.0,101.06
22716,1.0,42.0,33.0,18.39,96.0,101.06
22717,28.0,7.0,28.0,18.34,96.0,101.06
22718,12.0,40.0,66.0,18.27,96.0,101.06
22719,2.0,44.0,24.0,18.21,96.0,101.06
22720,66.0,25.0,61.0,18.18,96.0,101.06
22721,87.0,20.0,66.0,18.15,96.0,101.07
22722,90.0,19.0,29.0,18.11,96.0,101.08
22723,79.0,19.0,22.0,18.07,96.0,101.09
22724,56.0,17.0,41.0,18.06,96.0,101.1
22725,87.0,20.0,70.0,18.05,96.0,101.1
22726,58.0,30.0,66.0,18.1,96.0,101.1
22727,83.0,35.0,56.0,18.15,96.0,101.09
22728,17.0,38.0,50.0,18.2,96.0,101.09
22729,78.0,7.0,65.0,18.26,96.0,101.09
22730,55.0,35.0,34.0,18.28,96.0,101.09
22731,37.0,1.0,38.0,18.31,96.0,101.09
22732,78.0,20.0,57.0,18.32,96.0,101.1
22733,61.0,43.0,22.0,18.34,96.0,101.11
22734,73.0,31.0,61.0,18.3,96.0,101.11
22735,70.0,43.0,54.0,18.26,96.0,101.11
22736,57.0,36.0,68.0,18.23,96.0,101.1
22737,15.0,24.0,21.0,18.2,96.0,101.1
22738,80.0,36.0,34.0,18.2,96.0,101.1
22739,76.0,20.0,32.0,18.2,96.0,101.09
22740,76.0,30.0,59.0,18.22,96.0,101.09
22741,26.0,27.0,41.0,18.23,96.0,101.09
22742,69.0,31.0,38.0,18.22,96.0,101.09
22743,12.0,3.0,40.0,18.2,96.0,101.09
22744,57.0,32.0,39.0,18.21,96.0,101.08
22745,17.0,12.0,46.0,18.22,96.0,101.06
22746,82.0,9.0,46.0,18.2,96.0,101.06
22747,71.0,40.0,34.0,18.18,96.0,101.05
22748,45.0,9.0,35.0,18.17,96.0,101.05
22749,3.0,23.0,24.0,18.16,96.0,101.05
22750,7.0,37.0,58.0,18.13,96.0,101.04
22751,73.0,6.0,55.0,18.11,96.0,101.03
22752,18.0,10.0,55.0,18.13,96.0,101.03
22753,28.0,27.0,30.0,18.16,96.0,101.03
22754,59.0,45.0,68.0,18.17,96.0,101.02
22755,55.0,10.0,68.0,18.18,96.0,101.01
22756,63.0,12.0,55.0,18.18,96.0,101.0
22757,20.0,6.0,34.0,18.18,96.0,101.0
22758,45.0,44.0,21.0,18.19,96.0,100.99
22759,44.0,23.0,56.0,18.2,96.0,100.98
22760,48.0,24.0,61.0,18.2,96.0,100.98
22761,7.0,31.0,28.0,18.2,96.0,100.98
22762,38.0,38.0,54.0,18.2,96.0,100.97
22763,76.0,44.0,39.0,18.2,96.0,100.96
22764,2.0,32.0,62.0,18.2,96.0,100.96
22765,54.0,25.0,33.0,18.2,96.0,100.95
22766,82.0,21.0,56.0,18.23,96.0,100.94
22767,71.0,15.0,65.0,18.26,96.0,100.93
22768,89.0,44.0,30.0,18.28,96.0,100.93
22769,82.0,26.0,26.0,18.31,96.0,100.92
22770,46.0,18.0,70.0,18.3,96.0,100.92
22771,32.0,27.0,45.0,18.29,96.0,100.91
22772,12.0,32.0,61.0,18.28,96.0,100.91
22773,46.0,18.0,42.0,18.26,96.0,100.9
22774,45.0,7.0,61.0,18.24,96.0,100.89
22775,65.0,25.0,45.0,18.23,96.0,100.88
22776,64.0,28.0,63.0,18.22,96.0,100.88
22777,62.0,40.0,64.0,18.22,96.0,100.86
22778,59.0,19.0,55.0,18.22,96.0,100.85
22779,58.0,39.0,39.0,18.21,96.0,100.84
22780,43.0,26.0,48.0,18.2,96.0,100.84
22781,60.0,10.0,39.0,18.17,96.0,100.84
22782,18.0,36.0,37.0,18.14,96.0,100.84
22783,81.0,10.0,56.0,18.1,96.0,100.84
22784,38.0,38.0,27.0,18.06,96.0,100.85
22785,4.0,10.0,30.0,17.99,96.0,100.86
22786,57.0,39.0,68.0,17.92,96.0,100.87
22787,55.0,8.0,45.0,17.85,96.0,100.88
22788,64.0,39.0,20.0,17.77,96.0,100.88
22789,55.0,22.0,36.0,17.57,96.0,100.88
22790,10.0,8.0,44.0,17.37,96.0,100.88
22791,30.0,33.0,70.0,17.15,96.0,100.88
22792,16.0,42.0,59.0,16.92,96.0,100.88
22793,74.0,2.0,63.0,16.83,96.0,100.88
22794,26.0,7.0,49.0,16.73,96.0,100.89
22795,71.0,16.0,56.0,16.64,96.0,100.89
22796,84.0,32.0,37.0,16.55,96.0,100.89
22797,15.0,11.0,50.0,16.48,96.0,100.88
22798,1.0,26.0,66.0,16.41,96.0,100.88
22799,49.0,3.0,25.0,16.42,96.0,100.88
22800,90.0,26.0,36.0,16.43,96.0,100.88
22801,7.0,34.0,30.0,16.35,96.0,100.88
22802,66.0,14.0,44.0,16.27,96.0,100.87
22803,80.0,45.0,68.0,16.26,96.0,100.87
22804,46.0,15.0,63.0,16.25,96.0,100.87
22805,68.0,44.0,22.0,16.23,96.0,100.88
22806,67.0,3.0,50.0,16.21,96.0,100.88
22807,70.0,10.0,24.0,16.41,96.0,100.88
22808,65.0,24.0,40.0,16.61,96.0,100.87
22809,31.0,36.0,54.0,16.76,96.0,100.88
22810,69.0,13.0,68.0,16.92,96.0,100.88
22811,85.0,14.0,36.0,16.98,96.0,100.88
22812,55.0,25.0,50.0,17.04,96.0,100.88
22813,2.0,28.0,66.0,17.1,96.0,100.89
22814,56.0,26.0,24.0,17.16,96.0,100.89
22815,3.0,43.0,49.0,17.12,96.0,100.89
22816,12.0,9.0,25.0,17.07,96.0,100.89
22817,35.0,9.0,48.0,17.06,96.0,100.9
22818,73.0,24.0,66.0,17.05,96.0,100.91
22819,6.0,1.0,37.0,17.1,96.0,100.92
22820,45.0,24.0,46.0,17.14,96.0,100.92
22821,90.0,13.0,34.0,17.16,96.0,100.92
22822,38.0,5.0,70.0,17.17,96.0,100.93
22823,82.0,8.0,31.0,17.19,96.0,100.93
22824,9.0,39.0,40.0,17.15,96.0,100.94
22825,43.0,9.0,31.0,17.11,96.0,100.95
22826,75.0,20.0,28.0,17.12,96.0,100.96
22827,58.0,37.0,43.0,17.13,96.0,100.96
22828,20.0,35.0,51.0,17.08,96.0,100.96
22829,2.0,38.0,24.0,17.03,96.0,100.97
22830,54.0,43.0,27.0,17.11,96.0,100.98
22831,77.0,26.0,28.0,17.19,96.0,100.99
22832,85.0,43.0,33.0,17.24,96.0,100.99
22833,83.0,18.0,20.0,17.29,96.0,100.99
22834,82.0,2.0,34.0,17.34,96.0,101.0
22835,55.0,31.0,22.0,17.38,96.0,101.0
22836,87.0,10.0,31.0,17.52,96.0,101.0
22837,61.0,31.0,49.0,17.65,96.0,101.01
22838,13.0,22.0,54.0,17.86,96.0,101.01
22839,44.0,25.0,29.0,18.08,96.0,101.01
22840,23.0,27.0,21.0,18.36,96.0,101.02
22841,73.0,18.0,40.0,18.63,96.0,101.04
22842,29.0,41.0,59.0,18.84,96.0,101.04
22843,8.0,31.0,39.0,19.05,96.0,101.05
22844,23.0,15.0,29.0,19.31,96.0,101.06
22845,38.0,8.0,36.0,19.57,96.0,101.07
22846,33.0,35.0,67.0,19.96,96.0,101.06
22847,60.0,15.0,63.0,20.35,96.0,101.06
22848,52.0,32.0,41.0,20.98,96.0,101.06
22849,57.0,3.0,67.0,21.62,96.0,101.07
22850,48.0,22.0,22.0,21.96,96.0,101.08
22851,40.0,11.0,61.0,22.29,96.0,101.09
22852,32.0,13.0,42.0,22.75,95.68,101.1
22853,76.0,45.0,42.0,23.21,95.35,101.12
22854,64.0,11.0,66.0,23.6,90.48,101.12
22855,34.0,8.0,37.0,23.98,85.62,101.11
22856,14.0,29.0,60.0,24.72,81.31,101.1
22857,37.0,3.0,44.0,25.46,76.99,101.1
22858,4.0,2.0,54.0,25.56,75.53,101.1
22859,66.0,25.0,66.0,25.65,74.07,101.1
22860,61.0,40.0,31.0,25.82,73.31,101.11
22861,83.0,15.0,24.0,25.99,72.54,101.12
22862,14.0,42.0,22.0,26.65,70.21,101.12
22863,21.0,16.0,46.0,27.31,67.87,101.12
22864,73.0,45.0,20.0,27.16,66.58,101.12
22865,8.0,2.0,48.0,27.01,65.29,101.13
22866,11.0,42.0,68.0,27.3,63.96,101.13
22867,4.0,32.0,30.0,27.58,62.63,101.13
22868,31.0,44.0,37.0,27.98,61.08,101.14
22869,22.0,45.0,26.0,28.38,59.52,101.14
22870,12.0,12.0,66.0,28.2,59.6,101.14
22871,85.0,26.0,47.0,28.02,59.68,101.14
22872,71.0,43.0,45.0,28.06,59.26,101.15
22873,84.0,20.0,40.0,28.1,58.85,101.15
22874,88.0,34.0,30.0,28.2,58.21,101.15
22875,13.0,40.0,57.0,28.31,57.57,101.15
22876,24.0,27.0,67.0,28.6,56.72,101.14
22877,19.0,14.0,43.0,28.89,55.86,101.13
22878,76.0,17.0,58.0,28.88,55.57,101.13
22879,44.0,18.0,49.0,28.88,55.28,101.13
22880,8.0,2.0,46.0,28.78,55.44,101.12
22881,50.0,8.0,49.0,28.67,55.59,101.12
22882,50.0,19.0,55.0,28.98,54.76,101.12
22883,58.0,21.0,52.0,29.28,53.92,101.12
22884,73.0,26.0,70.0,29.52,53.12,101.12
22885,74.0,16.0,61.0,29.75,52.33,101.12
22886,56.0,9.0,63.0,29.95,51.84,101.12
22887,88.0,7.0,37.0,30.15,51.36,101.11
22888,51.0,36.0,21.0,30.29,50.86,101.11
22889,73.0,21.0,43.0,30.43,50.36,101.11
22890,9.0,37.0,27.0,30.36,50.0,101.1
22891,18.0,43.0,45.0,30.29,49.63,101.1
22892,59.0,23.0,51.0,30.62,49.36,101.1
22893,73.0,37.0,34.0,30.94,49.08,101.1
22894,62.0,32.0,68.0,30.88,48.88,101.1
22895,27.0,1.0,38.0,30.82,48.68,101.09
22896,88.0,7.0,39.0,30.62,49.18,101.09
22897,1.0,11.0,59.0,30.43,49.68,101.09
22898,5.0,31.0,56.0,30.59,49.15,101.08
22899,67.0,41.0,25.0,30.75,48.62,101.08
22900,79.0,40.0,54.0,30.86,48.39,101.08
22901,4.0,22.0,40.0,30.97,48.16,101.08
22902,3.0,9.0,26.0,30.97,48.19,101.08
22903,11.0,22.0,48.0,30.97,48.23,101.08
22904,42.0,18.0,59.0,31.04,48.12,101.07
22905,43.0,10.0,59.0,31.1,48.02,101.07
22906,4.0,35.0,35.0,31.1,47.94,101.07
22907,24.0,13.0,70.0,31.1,47.85,101.07
22908,86.0,33.0,57.0,30.81,48.37,101.07
22909,56.0,13.0,46.0,30.52,48.89,101.08
22910,76.0,44.0,55.0,30.76,48.34,101.07
22911,32.0,30.0,38.0,31.01,47.8,101.06
22912,47.0,37.0,60.0,30.95,48.06,101.05
22913,83.0,8.0,39.0,30.89,48.33,101.04
22914,2.0,26.0,35.0,30.73,48.62,101.04
22915,52.0,32.0,29.0,30.57,48.91,101.03
22916,53.0,40.0,28.0,30.62,48.91,101.03
22917,30.0,44.0,52.0,30.67,48.91,101.03
22918,78.0,16.0,49.0,30.58,49.46,101.02
22919,16.0,8.0,26.0,30.49,50.0,101.02
22920,51.0,30.0,40.0,30.08,50.68,101.01
22921,73.0,15.0,43.0,29.68,51.35,101.0
22922,28.0,26.0,48.0,29.44,52.78,100.99
22923,25.0,44.0,52.0,29.19,54.21,100.98
22924,74.0,35.0,50.0,28.98,54.55,100.97
22925,4.0,33.0,22.0,28.77,54.89,100.96
22926,48.0,0.0,47.0,29.06,54.3,100.96
22927,9.0,43.0,68.0,29.36,53.7,100.95
22928,86.0,28.0,61.0,28.94,54.19,100.94
22929,18.0,44.0,31.0,28.51,54.68,100.94
22930,10.0,19.0,63.0,28.6,54.54,100.93
22931,17.0,21.0,58.0,28.69,54.39,100.92
22932,5.0,23.0,62.0,28.3,55.44,100.91
22933,34.0,4.0,26.0,27.91,56.48,100.9
22934,80.0,22.0,55.0,27.76,56.97,100.89
22935,82.0,28.0,60.0,27.61,57.46,100.88
22936,46.0,13.0,68.0,27.52,57.62,100.88
22937,56.0,37.0,20.0,27.43,57.79,100.87
22938,83.0,24.0,53.0,27.25,58.26,100.87
22939,28.0,25.0,63.0,27.07,58.73,100.87
22940,70.0,45.0,48.0,26.82,59.21,100.87
22941,13.0,33.0,37.0,26.56,59.69,100.87
22942,89.0,31.0,22.0,26.43,60.84,100.87
22943,45.0,17.0,51.0,26.3,61.99,100.87
22944,52.0,39.0,39.0,26.3,62.21,100.88
22945,86.0,44.0,52.0,26.31,62.43,100.88
22946,21.0,22.0,57.0,26.02,63.58,100.87
22947,70.0,23.0,64.0,25.73,64.72,100.86
22948,80.0,24.0,42.0,25.6,65.0,100.85
22949,27.0,13.0,54.0,25.46,65.27,100.85
22950,62.0,42.0,36.0,25.36,66.04,100.84
22951,88.0,23.0,44.0,25.27,66.8,100.84
22952,34.0,16.0,40.0,25.4,66.39,100.84
22953,50.0,1.0,20.0,25.52,65.98,100.83
22954,22.0,44.0,68.0,25.28,66.65,100.83
22955,23.0,4.0,26.0,25.05,67.31,100.83
22956,21.0,29.0,44.0,24.98,67.68,100.83
22957,74.0,10.0,48.0,24.92,68.05,100.83
22958,31.0,42.0,52.0,24.8,68.48,100.82
22959,70.0,39.0,21.0,24.68,68.91,100.82
22960,41.0,44.0,36.0,24.67,69.03,100.82
22961,1.0,42.0,56.0,24.66,69.15,100.81
22962,73.0,14.0,65.0,24.36,70.02,100.81
22963,4.0,27.0,37.0,24.07,70.89,100.81
22964,71.0,11.0,49.0,23.91,71.66,100.81
22965,88.0,10.0,56.0,23.75,72.44,100.81
22966,50.0,2.0,70.0,23.7,72.8,100.8
22967,19.0,27.0,50.0,23.64,73.15,100.8
22968,77.0,1.0,29.0,23.52,73.45,100.8
22969,18.0,26.0,46.0,23.4,73.75,100.8
22970,89.0,14.0,61.0,23.3,73.75,100.8
22971,14.0,11.0,52.0,23.21,73.75,100.81
22972,8.0,13.0,56.0,23.11,73.75,100.81
22973,8.0,4.0,69.0,22.92,74.28,100.82
22974,83.0,11.0,52.0,22.73,74.82,100.82
22975,74.0,22.0,49.0,22.48,75.55,100.83
22976,88.0,37.0,67.0,22.24,76.28,100.84
22977,5.0,11.0,65.0,22.07,77.04,100.84
22978,14.0,43.0,33.0,21.9,77.79,100.84
22979,57.0,23.0,59.0,21.61,79.36,100.84
22980,89.0,2.0,52.0,21.32,80.92,100.83
22981,12.0,20.0,34.0,20.99,82.81,100.84
22982,24.0,29.0,35.0,20.66,84.7,100.84
22983,31.0,16.0,33.0,20.41,85.88,100.84
22984,40.0,22.0,36.0,20.16,87.05,100.84
22985,64.0,39.0,30.0,19.96,88.16,100.85
22986,36.0,6.0,59.0,19.77,89.28,100.86
22987,48.0,10.0,31.0,19.62,90.24,100.87
22988,37.0,0.0,45.0,19.48,91.21,100.88
22989,53.0,9.0,47.0,19.36,91.96,100.88
22990,16.0,23.0,21.0,19.23,92.72,100.88
22991,38.0,0.0,43.0,19.16,93.4,100.88
22992,34.0,18.0,30.0,19.09,94.07,100.89
22993,61.0,3.0,62.0,19.06,94.66,100.9
22994,11.0,29.0,63.0,19.03,95.25,100.9
22995,13.0,3.0,21.0,18.98,95.59,100.9
22996,60.0,4.0,57.0,18.92,95.93,100.9
22997,28.0,31.0,67.0,18.88,95.95,100.9
22998,85.0,7.0,51.0,18.84,95.96,100.91
22999,49.0,29.0,66.0,18.8,95.98,100.92
23000,82.0,14.0,30.0,18.76,96.0,100.92
23001,75.0,0.0,54.0,18.76,96.0,100.93
23002,86.0,18.0,41.0,18.75,96.0,100.93
23003,88.0,31.0,38.0,18.7,96.0,100.93
23004,57.0,16.0,49.0,18.66,96.0,100.93
23005,70.0,31.0,28.0,18.62,96.0,100.94
23006,63.0,42.0,52.0,18.59,96.0,100.95
23007,38.0,3.0,68.0,18.55,96.0,100.96
23008,67.0,43.0,23.0,18.51,96.0,100.98
23009,82.0,44.0,63.0,18.51,96.0,100.98
23010,73.0,33.0,60.0,18.51,96.0,100.99
23011,13.0,42.0,43.0,18.47,96.0,101.0
23012,34.0,43.0,68.0,18.43,96.0,101.0
23013,86.0,3.0,35.0,18.41,96.0,101.0
23014,50.0,9.0,32.0,18.39,96.0,101.0
23015,63.0,37.0,47.0,18.39,96.0,101.0
23016,38.0,35.0,49.0,18.38,96.0,101.0
23017,68.0,32.0,70.0,18.38,96.0,101.0
23018,52.0,20.0,43.0,18.37,96.0,101.0
23019,44.0,15.0,44.0,18.36,96.0,101.0
23020,40.0,30.0,66.0,18.34,96.0,101.0
23021,53.0,38.0,57.0,18.34,96.0,101.0
23022,44.0,8.0,61.0,18.33,96.0,101.0
23023,7.0,2.0,65.0,18.31,96.0,101.0
23024,67.0,18.0,38.0,18.3,96.0,101.0
23025,59.0,43.0,60.0,18.3,96.0,101.0
23026,73.0,41.0,66.0,18.29,96.0,101.0
23027,9.0,10.0,50.0,18.29,96.0,101.0
23028,10.0,2.0,66.0,18.29,96.0,101.0
23029,89.0,13.0,62.0,18.26,96.0,101.0
23030,46.0,37.0,42.0,18.24,96.0,101.0
23031,29.0,20.0,64.0,18.21,96.0,101.0
23032,47.0,26.0,38.0,18.18,96.0,101.0
23033,57.0,16.0,64.0,18.17,96.0,101.0
23034,4.0,45.0,39.0,18.17,96.0,100.99
23035,59.0,2.0,57.0,18.16,96.0,100.99
23036,9.0,40.0,28.0,18.16,96.0,100.98
23037,67.0,39.0,34.0,18.15,96.0,100.98
23038,87.0,39.0,33.0,18.14,96.0,100.98
23039,76.0,19.0,21.0,18.13,96.0,100.98
23040,51.0,13.0,68.0,18.12,96.0,100.98
23041,69.0,37.0,23.0,18.1,96.0,100.97
23042,17.0,29.0,37.0,18.12,96.0,100.96
23043,10.0,11.0,46.0,18.13,96.0,100.96
23044,55.0,18.0,41.0,18.1,96.0,100.96
23045,35.0,12.0,69.0,18.07,96.0,100.96
23046,4.0,8.0,67.0,18.06,96.0,100.95
23047,49.0,36.0,51.0,18.04,96.0,100.94
23048,63.0,36.0,59.0,18.04,96.0,100.94
23049,4.0,6.0,33.0,18.04,96.0,100.94
23050,81.0,9.0,28.0,18.03,96.0,100.93
23051,64.0,15.0,63.0,18.02,96.0,100.92
23052,22.0,18.0,31.0,18.0,96.0,100.91
23053,81.0,38.0,40.0,17.99,96.0,100.9
23054,22.0,39.0,22.0,17.96,96.0,100.9
23055,44.0,41.0,37.0,17.93,96.0,100.89
23056,14.0,3.0,67.0,17.9,96.0,100.88
23057,21.0,17.0,23.0,17.87,96.0,100.87
23058,55.0,27.0,27.0,17.88,96.0,100.87
23059,15.0,20.0,66.0,17.9,96.0,100.87
23060,12.0,21.0,40.0,17.88,96.0,100.86
23061,31.0,4.0,26.0,17.85,96.0,100.84
23062,19.0,36.0,49.0,17.83,96.0,100.84
23063,88.0,37.0,46.0,17.8,96.0,100.83
23064,11.0,38.0,24.0,17.82,96.0,100.82
23065,19.0,12.0,65.0,17.85,96.0,100.8
23066,14.0,45.0,64.0,17.88,96.0,100.78
23067,83.0,43.0,42.0,17.9,96.0,100.77
23068,66.0,10.0,60.0,17.87,96.0,100.76
23069,37.0,40.0,47.0,17.84,96.0,100.76
23070,42.0,37.0,52.0,17.82,96.0,100.76
23071,24.0,36.0,52.0,17.81,96.0,100.75
23072,3.0,28.0,51.0,17.81,96.0,100.75
23073,68.0,40.0,20.0,17.81,96.0,100.75
23074,28.0,44.0,33.0,17.8,96.0,100.74
23075,40.0,20.0,44.0,17.79,96.0,100.74
23076,46.0,11.0,29.0,17.8,96.0,100.74
23077,66.0,3.0,57.0,17.81,96.0,100.75
23078,12.0,5.0,33.0,17.79,96.0,100.76
23079,43.0,3.0,21.0,17.77,96.0,100.76
23080,42.0,36.0,55.0,17.74,96.0,100.76
23081,23.0,28.0,57.0,17.7,96.0,100.76
23082,25.0,0.0,37.0,17.7,96.0,100.76
23083,45.0,18.0,66.0,17.7,96.0,100.75
23084,52.0,35.0,25.0,17.7,96.0,100.75
23085,62.0,9.0,54.0,17.7,96.0,100.75
23086,82.0,27.0,40.0,17.71,96.0,100.75
23087,7.0,22.0,27.0,17.72,96.0,100.74
23088,64.0,34.0,36.0,17.73,96.0,100.74
23089,82.0,7.0,69.0,17.7,96.0,100.74
23090,20.0,40.0,68.0,17.68,96.0,100.73
23091,6.0,6.0,43.0,17.67,96.0,100.73
23092,2.0,42.0,62.0,17.66,96.0,100.73
23093,35.0,6.0,64.0,17.62,96.0,100.74
23094,39.0,11.0,48.0,17.58,96.0,100.74
23095,9.0,34.0,31.0,17.55,96.0,100.74
23096,71.0,13.0,67.0,17.51,96.0,100.74
23097,7.0,18.0,33.0,17.47,96.0,100.74
23098,78.0,42.0,54.0,17.42,96.0,100.73
23099,34.0,28.0,56.0,17.45,96.0,100.73
23100,45.0,43.0,38.0,17.48,96.0,100.73
23101,18.0,38.0,59.0,17.51,96.0,100.74
23102,56.0,20.0,63.0,17.53,96.0,100.74
23103,20.0,42.0,66.0,17.52,96.0,100.74
23104,17.0,34.0,47.0,17.5,96.0,100.75
23105,1.0,25.0,40.0,17.6,96.0,100.76
23106,26.0,42.0,30.0,17.69,96.0,100.76
23107,56.0,42.0,50.0,17.67,96.0,100.76
23108,68.0,26.0,35.0,17.65,96.0,100.76
23109,19.0,3.0,49.0,17.62,96.0,100.76
23110,78.0,24.0,45.0,17.6,96.0,100.77
23111,73.0,2.0,44.0,17.54,96.0,100.78
23112,40.0,42.0,57.0,17.47,96.0,100.79
23113,16.0,17.0,41.0,17.43,96.0,100.79
23114,41.0,26.0,46.0,17.4,96.0,100.79
23115,14.0,13.0,23.0,17.42,96.0,100.8
23116,87.0,10.0,53.0,17.44,96.0,100.8
23117,28.0,8.0,67.0,17.4,96.0,100.8
23118,43.0,10.0,70.0,17.36,96.0,100.81
23119,74.0,9.0,48.0,17.31,96.0,100.82
23120,55.0,11.0,50.0,17.27,96.0,100.82
23121,57.0,8.0,69.0,17.32,96.0,100.82
23122,8.0,41.0,47.0,17.37,96.0,100.83
23123,34.0,41.0,48.0,17.52,96.0,100.84
23124,89.0,14.0,46.0,17.66,96.0,100.84
23125,18.0,3.0,24.0,17.94,96.0,100.84
23126,84.0,4.0,33.0,18.22,96.0,100.84
23127,54.0,35.0,42.0,18.56,96.0,100.84
23128,1.0,44.0,32.0,18.9,96.0,100.85
23129,79.0,2.0,32.0,19.21,96.0,100.85
23130,44.0,7.0,35.0,19.52,96.0,100.85
23131,55.0,29.0,46.0,19.91,95.95,100.86
23132,48.0,30.0,31.0,20.3,95.9,100.87
23133,67.0,5.0,46.0,20.8,93.96,100.88
23134,70.0,38.0,27.0,21.3,92.03,100.88
23135,87.0,41.0,49.0,21.54,89.56,100.88
23136,26.0,25.0,56.0,21.79,87.1,100.88
23137,58.0,4.0,69.0,21.96,86.1,100.88
23138,11.0,22.0,30.0,22.14,85.11,100.89
23139,24.0,32.0,30.0,22.38,83.9,100.9
23140,66.0,19.0,25.0,22.63,82.68,100.9
23141,18.0,30.0,50.0,22.97,81.49,100.9
23142,43.0,14.0,60.0,23.3,80.29,100.89
23143,72.0,30.0,43.0,23.64,79.1,100.89
23144,81.0,21.0,50.0,23.66,78.23,100.9
23145,66.0,6.0,38.0,23.67,77.36,100.9
23146,84.0,5.0,69.0,24.02,75.72,100.9
23147,36.0,23.0,57.0,24.36,74.09,100.91
23148,82.0,27.0,64.0,24.34,73.58,100.91
23149,56.0,27.0,48.0,24.32,73.06,100.91
23150,54.0,1.0,36.0,24.72,71.86,100.92
23151,79.0,13.0,48.0,25.12,70.66,100.92
23152,41.0,27.0,44.0,25.18,69.76,100.93
23153,65.0,4.0,37.0,25.23,68.86,100.93
23154,84.0,24.0,43.0,25.38,68.26,100.93
23155,18.0,21.0,41.0,25.54,67.65,100.93
23156,81.0,42.0,30.0,25.74,66.81,100.94
23157,78.0,35.0,32.0,25.94,65.96,100.94
23158,73.0,7.0,42.0,26.1,65.44,100.94
23159,89.0,22.0,28.0,26.25,64.91,100.95
23160,3.0,35.0,64.0,26.65,63.69,100.96
23161,28.0,20.0,31.0,27.05,62.47,100.97
23162,59.0,12.0,21.0,27.32,61.27,100.98
23163,65.0,26.0,54.0,27.59,60.07,100.99
23164,5.0,36.0,59.0,28.14,58.78,100.99
23165,60.0,7.0,28.0,28.7,57.49,100.99
23166,38.0,6.0,60.0,28.37,57.74,100.99
23167,78.0,18.0,69.0,28.04,57.99,100.99
23168,22.0,29.0,48.0,28.12,57.78,100.98
23169,48.0,41.0,33.0,28.2,57.57,100.98
23170,58.0,12.0,28.0,28.34,57.16,100.98
23171,47.0,22.0,28.0,28.47,56.76,100.97
23172,34.0,6.0,46.0,28.52,56.24,100.98
23173,52.0,11.0,33.0,28.56,55.72,100.98
23174,1.0,45.0,60.0,28.62,55.56,100.98
23175,35.0,19.0,64.0,28.68,55.41,100.97
23176,89.0,35.0,49.0,28.77,54.88,100.96
23177,86.0,35.0,21.0,28.86,54.35,100.96
23178,45.0,21.0,43.0,29.17,53.58,100.96
23179,27.0,43.0,63.0,29.49,52.81,100.96
23180,47.0,7.0,66.0,29.82,51.84,100.96
23181,83.0,37.0,30.0,30.14,50.87,100.96
23182,28.0,19.0,23.0,30.04,50.82,100.95
23183,9.0,13.0,29.0,29.94,50.76,100.94
23184,86.0,37.0,26.0,29.85,50.71,100.94
23185,85.0,15.0,70.0,29.75,50.66,100.93
23186,56.0,7.0,36.0,29.72,50.82,100.93
23187,18.0,18.0,23.0,29.69,50.98,100.93
23188,50.0,34.0,57.0,29.94,50.46,100.93
23189,15.0,15.0,65.0,30.2,49.94,100.92
23190,22.0,43.0,41.0,30.01,50.38,100.92
23191,26.0,44.0,60.0,29.82,50.83,100.92
23192,59.0,2.0,65.0,29.8,50.82,100.92
23193,62.0,19.0,33.0,29.79,50.82,100.91
23194,55.0,14.0,29.0,29.72,51.2,100.9
23195,9.0,34.0,32.0,29.65,51.58,100.89
23196,11.0,10.0,30.0,29.82,50.96,100.89
23197,54.0,2.0,30.0,30.0,50.35,100.89
23198,6.0,1.0,49.0,30.06,50.33,100.9
23199,5.0,2.0,53.0,30.12,50.31,100.9
23200,22.0,29.0,54.0,30.33,50.04,100.9
23201,21.0,22.0,21.0,30.54,49.76,100.9
23202,58.0,19.0,56.0,30.48,49.99,100.9
23203,13.0,21.0,52.0,30.43,50.22,100.9
23204,44.0,13.0,63.0,30.36,49.96,100.9
23205,62.0,44.0,61.0,30.29,49.71,100.89
23206,40.0,9.0,49.0,30.12,49.99,100.88
23207,19.0,22.0,70.0,29.96,50.27,100.88
23208,77.0,9.0,48.0,29.58,51.17,100.87
23209,25.0,9.0,41.0,29.21,52.07,100.86
23210,26.0,26.0,42.0,29.1,52.43,100.85
23211,22.0,39.0,66.0,28.99,52.79,100.85
23212,86.0,39.0,41.0,28.58,53.68,100.85
23213,81.0,16.0,68.0,28.18,54.56,100.85
23214,89.0,33.0,66.0,28.09,55.17,100.85
23215,79.0,15.0,30.0,28.0,55.77,100.85
23216,80.0,18.0,32.0,28.07,55.81,100.84
